#node	identifier	domain_summary_url	annotation	other_names_and_aliases
PCSK1	9606.ENSP00000308024	Neuroendocrine convertase 1; Involved in the processing of hormone and other protein precursors at sites comprised of pairs of basic amino acid residues. Substrates include POMC, renin, enkephalin, dynorphin, somatostatin, insulin and AGRP; Belongs to the peptidase S8 family. Furin subfamily.	https://smart.embl.de/smart/DDvec.cgi?smart=753:SIGNAL(1|27)+Pfam_S8_pro-domain(34|110)+Pfam_Peptidase_S8(158|442)+Pfam_P_proprotein(504|591)+Pfam_Proho_convert(713|751)+	3.4.21.93,5122,AAA59918.1,AAA73788.1,AC008951,AC108107,AK303888,B7Z8T7,BAA11133.1,BAH14073.1,BMIQ12,CAA46031.1,CCDS4081,CCDS4081.1,CCDS54881,CCDS54881.1,CHEMBL3182,D6RJA3,D73407,E9PHA1,EC 3.4.21.93,ENSG00000175426,ENSP00000308024,ENSP00000369295,ENSP00000421600,ENSP00000427294,ENST00000311106,ENST00000311106.7,ENST00000379961,ENST00000508626,ENST00000508626.5,ENST00000509190,ENST00000509190.1,ENST00000513085,ENST00000513085.1,HGNC:8743,HPA048564,M90753,NEC 1,NEC1,NEC1_HUMAN,NM_000439,NM_000439.4,NM_000439.5,NM_001177875,NM_001177875.1,NP_000430,NP_000430.3,NP_001171346,NP_001171346.1,NX_P29120,Neuroendocrine convertase 1,OMIM:162150,OTTHUMG00000122089,P29120,P78478,PC1,PC3,PCSK1,PCSK1-201,PCSK1-202,PCSK1-203,PCSK1-204,Prohormone convertase 1,Proprotein convertase 1,Proprotein convertase subtilisin/kexin type 1,Q92532,R-HSA-209952,R-HSA-264876,R-HSA-2980736,R-HSA-381771,R-HSA-392499,R-HSA-400508,R-HSA-400511,R-HSA-422085,S08.072,SPC3,U24128,UPI000013F0F5,UPI0001D1692D,UPI0003F47D33,X64810,hsa:5122,neuroendocrine convertase 1,prohormone convertase 1,prohormone convertase 3,proprotein convertase 1,proprotein convertase subtilisin/kexin type 1,uc003kls.3
PDE10A	9606.ENSP00000355847	cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A; Plays a role in signal transduction by regulating the intracellular concentration of cyclic nucleotides. Can hydrolyze both cAMP and cGMP, but has higher affinity for cAMP and is more efficient with cAMP as substrate. May play a critical role in regulating cAMP and cGMP levels in the striatum, a region of the brain that contributes to the control of movement and cognition.	https://smart.embl.de/smart/DDvec.cgi?smart=789:GAF(101|254)+GAF(276|432)+HDc(522|688)+	10846,1LRB,2OUN,2OUP,2OUQ,2OUR,2OUS,2OUU,2OUV,2OUY,2WEY,2Y0J,2ZMF,3.1.4.17,3.1.4.35,3SN7,3SNI,3SNL,3UI7,3UUO,3WI2,3WS8,3WS9,3WYK,3WYL,3WYM,4AEL,4AJD,4AJF,4AJG,4AJM,4BBX,4DDL,4DFF,4FCB,4FCD,4HEU,4HF4,4LKQ,4LLJ,4LLK,4LLP,4LLX,4LM0,4LM1,4LM2,4LM3,4LM4,4MRW,4MRZ,4MS0,4MSA,4MSC,4MSE,4MSH,4MSN,4MUW,4MVH,4P0N,4P1R,4PHW,4TPM,4TPP,4WN1,4XY2,4YQH,4YS7,4ZO5,5AXP,5AXQ,5B4K,5B4L,5C1W,5C28,5C29,5C2A,5C2E,5C2H,5DH4,5DH5,5EDE,5EDG,5EDH,5EDI,5I2R,5K9R,5UWF,5XUI,5XUJ,5ZNL,6IJH,6IJI,6KDX,6KDZ,6KE0,6MSA,6MSC,A0A087WUD0,A0A1B1UZQ1,A0A1B1UZR0,A0A3B3IRL3,A0A3B3IRU7,A0A3B3IS50,A0A3B3ISJ6,A0A3B3IT18,A0A3B3ITT8,A0A3B3IU85,A0A3F2YP58,AAD32595.1,AAD32596.1,AAI04859.1,AAI04861.1,AB020593,AB026816,AB041798,ADSD2,AF127479,AF127480,AL117345,AL121789,AL136130,AL160160,AL590302,AL591962,AMN14870.1,ANW09713.1,ANW09715.1,ANW09718.1,ANW09719.1,ANW09720.1,ANW09721.1,ANW09722.1,ANW09724.1,BAA78034.1,BAA84467.1,BAB16383.1,BC104858,BC104860,CAB045998,CAG38804.1,CCDS47513,CCDS47513.1,CCDS5289,CCDS5289.1,CH471051,CHEMBL4409,CR536567,EAW47546.1,EC 3.1.4.17,EC 3.1.4.35,ENSG00000112541,ENSP00000283492,ENSP00000341187,ENSP00000346435,ENSP00000355847,ENSP00000375972,ENSP00000438284,ENSP00000478556,ENSP00000496879,ENSP00000497062,ENSP00000497085,ENSP00000497277,ENSP00000497392,ENSP00000497426,ENSP00000497558,ENSP00000497930,ENSP00000498124,ENSP00000500351,ENSP00000500900,ENST00000283492,ENST00000343842,ENST00000354448,ENST00000366882,ENST00000366882.6,ENST00000392126,ENST00000444465,ENST00000444465.1,ENST00000455853,ENST00000455853.1,ENST00000535229,ENST00000535229.1,ENST00000539869,ENST00000539869.3,ENST00000580695,ENST00000580695.1,ENST00000581850,ENST00000581850.1,ENST00000584179,ENST00000584179.1,ENST00000584911,ENST00000584911.1,ENST00000616273,ENST00000616273.1,ENST00000647590,ENST00000647590.1,ENST00000647768,ENST00000647837,ENST00000647837.1,ENST00000647989,ENST00000647989.1,ENST00000648884,ENST00000648884.1,ENST00000648917,ENST00000648917.1,ENST00000649247,ENST00000649247.1,ENST00000649273,ENST00000649273.1,ENST00000649362,ENST00000649362.1,ENST00000649754,ENST00000649754.1,ENST00000649761,ENST00000649761.1,ENST00000649882,ENST00000649882.1,ENST00000650117,ENST00000650117.1,ENST00000650248,ENST00000650248.1,ENST00000672224,ENST00000672859,ENST00000672902,HGNC:8772,HPA047200,HSPDE10A,IOLOD,KF458352,KF458359,KU232567,KU519407,KU519409,KU519412,KU519413,KU519414,KU519415,KU519416,KU519418,LINC00473,NM_001130690,NM_001130690.2,NM_006661,NM_006661.3,NM_006661.4,NP_001124162,NP_001124162.1,NP_006652,NP_006652.1,NR_026860,NR_026860.1,NX_Q9Y233,OMIM:610652,OTTHUMG00000015986,PDE10A,PDE10A-201,PDE10A-202,PDE10A-203,PDE10A-204,PDE10A-205,PDE10A-206,PDE10A-207,PDE10A-208,PDE10A-209,PDE10A-210,PDE10A-211,PDE10A-212,PDE10A-213,PDE10A-214,PDE10A-215,PDE10A-216,PDE10A-217,PDE10A-218,PDE10A-219,PDE10A-220,PDE10A-221,PDE10A-222,PDE10A-223,PDE10A-224,PDE10A-225,PDE10A-226,PDE10A-227,PDE10A19,PDE10_HUMAN,Phosphodiesterase 10A,Q6FHX1,Q9HCP9,Q9NTV4,Q9ULW9,Q9Y233,Q9Y5T1,R-HSA-109582,R-HSA-162582,R-HSA-372790,R-HSA-388396,R-HSA-392154,R-HSA-418346,R-HSA-418457,R-HSA-418555,UPI0000039E34,UPI000006F80E,UPI0000E0A69C,UPI00015E0696,UPI0005D02D33,UPI000E6E7207,UPI000E6E835B,UPI000E6E8C6C,UPI000E6EA3AB,UPI000E6ED3D2,UPI000E6ED84D,UPI000E6EDD50,URS00001BA11E,URS00003515E0,URS00003E4479,URS00004C88E9,URS00004EE0DF,URS00008B51B1,URS00008BEB91,XM_006715321,XM_006715321.4,XM_011535387,XM_011535387.3,XM_011535388,XM_011535388.2,XM_011535388.3,XM_011535393,XM_011535393.3,XM_017010194,XM_017010194.2,XM_017010195,XM_017010195.2,XM_017010196,XM_017010196.2,XM_017010197,XM_017010197.2,XM_024446311,XM_024446311.1,XM_024446312,XM_024446312.1,XP_006715384,XP_006715384.1,XP_011533689,XP_011533689.2,XP_011533690,XP_011533690.1,XP_011533695,XP_011533695.1,XP_016865683,XP_016865683.1,XP_016865684,XP_016865684.1,XP_016865685,XP_016865685.1,XP_016865686,XP_016865686.1,XP_024302079,XP_024302079.1,XP_024302080,XP_024302080.1,XR_001743121,XR_001743121.2,hsa:10846,phosphodiesterase 10A,uc003quo.4
PLK4	9606.ENSP00000270861	Serine/threonine-protein kinase PLK4; Serine/threonine-protein kinase that plays a central role in centriole duplication. Able to trigger procentriole formation on the surface of the parental centriole cylinder, leading to the recruitment of centriole biogenesis proteins such as SASS6, CENPJ/CPAP, CCP110, CEP135 and gamma-tubulin. When overexpressed, it is able to induce centrosome amplification through the simultaneous generation of multiple procentrioles adjoining each parental centriole during S phase. Phosphorylates 'Ser-151' of FBXW5 during the G1/S transition, leading to inhibit  [...] 	https://smart.embl.de/smart/DDvec.cgi?smart=970:S_TKc(12|265)+Pfam_POLO_box(894|955)+	10733,2.7.11.21,2N19,3COK,4JXF,4N7V,4N7Z,4N9J,4YUR,4YYP,5LHY,5LHZ,6N45,6N46,AAH36023.1,AB006972,AC107053,AK302858,AK303399,AK314238,B2RAL0,B7Z837,B7Z8G7,BAB69958.1,BAG36907.1,BAH13823.1,BAH13953.1,BC036023,CAA73575.1,CCDS3735,CCDS3735.1,CCDS54803,CCDS54803.1,CCDS54804,CCDS54804.1,CHEMBL3788,EC 2.7.11.21,ENSG00000142731,ENSP00000270861,ENSP00000421774,ENSP00000423412,ENSP00000423582,ENSP00000424781,ENSP00000427554,ENSP00000427568,ENST00000270861,ENST00000270861.9,ENST00000503914,ENST00000503914.1,ENST00000507249,ENST00000507249.5,ENST00000507454,ENST00000507454.1,ENST00000507577,ENST00000508113,ENST00000508113.1,ENST00000510192,ENST00000510192.1,ENST00000510605,ENST00000510605.1,ENST00000511942,ENST00000511942.5,ENST00000513090,ENST00000513090.5,ENST00000514379,ENST00000514379.5,ENST00000515069,ENST00000515069.5,H0YAL6,HGNC:11397,HPA017327,HPA035026,HPA043198,J3KR82,J3KR84,MCCRP2,NM_001190799,NM_001190799.1,NM_001190799.2,NM_001190801,NM_001190801.1,NM_014264,NM_014264.4,NM_014264.5,NP_001177728,NP_001177728.1,NP_001177730,NP_001177730.1,NP_055079,NP_055079.3,NX_O00444,O00444,OMIM:605031,OTTHUMG00000133301,PLK-4,PLK4,PLK4-201,PLK4-202,PLK4-203,PLK4-204,PLK4-205,PLK4-206,PLK4-207,PLK4-208,PLK4-209,PLK4-210,PLK4-211,PLK4_HUMAN,Polo like kinase 4,Polo-like kinase 4,Q8IYF0,Q96Q95,Q9UD84,Q9UDE2,R-HSA-1640170,R-HSA-1852241,R-HSA-2565942,R-HSA-380259,R-HSA-380270,R-HSA-380284,R-HSA-380287,R-HSA-380320,R-HSA-453274,R-HSA-5617833,R-HSA-5620912,R-HSA-68877,R-HSA-68886,R-HSA-69275,R-HSA-69278,R-HSA-8854518,SAK,STK18,Sak,Serine/threonine-protein kinase 18,Serine/threonine-protein kinase PLK4,Serine/threonine-protein kinase Sak,UPI000007426E,UPI0000422B71,UPI0001B30121,UPI0001D3B88C,UPI0001D3B88D,UPI0001D3B88E,URS0000CFD7FB,URS0000D401D5,URS0000E95F46,URS0000E9DD2B,XM_005262701,XM_005262701.3,XM_017007662,XM_017007662.1,XM_017007663,XM_017007663.2,XP_005262758,XP_005262758.1,XP_016863151,XP_016863151.1,XP_016863152,XP_016863152.1,Y13115,hsa:10733,polo like kinase 4,polo-like kinase 4,polo-like kinase 4 (Drosophila),serine/threonine kinase 18,uc003ifo.4
PNMA3	9606.ENSP00000469445	Paraneoplastic antigen Ma3; PNMA family member 3; Belongs to the PNMA family.	https://smart.embl.de/smart/DDvec.cgi?smart=463:Pfam_PNMA(1|327)+ZnF_C2HC(413|429)+	29944,AAF05627.1,AAI05097.1,AAI05099.1,AC243428,AF083116,AL136878,BC105096,BC105098,CAB66812.1,CCDS35435,CCDS35435.2,CCDS65344,CCDS65344.1,CH471172,D3DWT7,EAW72888.1,EAW72889.1,ENSG00000183837,ENSP00000330453,ENSP00000359287,ENSP00000390576,ENSP00000469445,ENSP00000480719,ENST00000328000,ENST00000424805,ENST00000424805.1,ENST00000593810,ENST00000593810.2,ENST00000619635,ENST00000619635.1,HGNC:18742,HPA047920,MA3,MA5,MGC132756,MGC132758,NM_001282535,NM_001282535.1,NM_001282535.2,NM_013364,NM_013364.5,NM_013364.6,NP_001269464,NP_001269464.1,NP_037496,NP_037496.4,NX_Q9UL41,OMIM:300675,OTTHUMG00000024195,PNMA family member 3,PNMA3,PNMA3-201,PNMA3-202,PNMA3-203,PNMA3_HUMAN,Paraneoplastic antigen Ma3,Q9H0A4,Q9UL41,UPI0000070F18,UPI0000072B89,XR_938508,XR_938508.3,hsa:29944,paraneoplastic Ma antigen 3,paraneoplastic antigen MA3,paraneoplastic cancer-testis-brain antigen,uc033faq.1,uc033far.2
PPEF1	9606.ENSP00000354871	Serine/threonine-protein phosphatase with EF-hands 1; May have a role in the recovery or adaptation response of photoreceptors. May have a role in development; Belongs to the PPP phosphatase family.	https://smart.embl.de/smart/DDvec.cgi?smart=653:IQ(15|37)+PP2Ac(134|455)+EFh(487|515)+EFh(570|598)+EFh(610|638)+	3.1.3.16,5475,A0A024RBZ9,A6NHP4,A8K348,AAB82795.1,AAC05825.1,AAH36026.1,AF023455,AF027977,AK290463,AL096700,BAF83152.1,BC036026,C9JY08,CAA66461.1,CCDS14188,CCDS14188.1,CCDS43920,CCDS43920.1,CH471074,EAW98944.1,EAW98945.1,EC 3.1.3.16,ENSG00000086717,ENSP00000262694,ENSP00000319655,ENSP00000319710,ENSP00000319972,ENSP00000320049,ENSP00000322785,ENSP00000341892,ENSP00000343308,ENSP00000352806,ENSP00000354761,ENSP00000354871,ENSP00000369296,ENSP00000369310,ENSP00000418623,ENSP00000419273,ENSP00000419948,ENSP00000437785,ENSP00000441289,ENST00000262694,ENST00000319594,ENST00000319610,ENST00000319621,ENST00000319634,ENST00000319649,ENST00000347814,ENST00000349874,ENST00000349874.9,ENST00000359763,ENST00000361511,ENST00000361511.8,ENST00000361635,ENST00000379962,ENST00000379962.3,ENST00000379975,ENST00000470157,ENST00000470157.1,ENST00000471570,ENST00000471570.5,ENST00000472826,ENST00000472826.5,ENST00000486029,ENST00000486029.1,ENST00000496075,ENST00000496075.2,ENST00000496616,ENST00000496616.5,ENST00000543630,ENST00000544635,F8WC69,H7C592,HGNC:9243,HPA034577,KF459018,KF459020,KF495797,KF510663,KF510664,NM_006240,NM_006240.2,NM_152224,NM_152224.1,NM_152226,NM_152226.1,NP_006231,NP_006231.2,NP_689410,NP_689410.1,NP_689412,NP_689412.1,NX_O14829,O14829,O15253,OMIM:300109,OTTHUMG00000021219,PP7,PPE1_HUMAN,PPEF,PPEF-1,PPEF1,PPEF1-201,PPEF1-202,PPEF1-203,PPEF1-204,PPEF1-205,PPEF1-206,PPEF1-207,PPEF1-208,PPEF1-209,PPP7C,PPP7CA,Protein phosphatase with EF-hand domain 1,Q9NU21,Q9UJH0,R-HSA-162582,R-HSA-2187338,R-HSA-2514856,R-HSA-2514859,R-HSA-372790,R-HSA-388396,R-HSA-418594,Serine/threonine-protein phosphatase 7,UPI0000001C4F,UPI000002B17B,UPI0001B7919A,UPI0001B7919C,UPI0003F47E96,URS00008BE77E,URS0000EBDAC6,X97867,XM_005274553.2,XM_017029612,XM_017029612.1,XP_005274610.1,XP_016885101,XP_016885101.1,Z94056,hsa:5475,protein phosphatase with EF-hand domain 1,uc004cyq.4
PRKX	9606.ENSP00000262848	cAMP-dependent protein kinase catalytic subunit PRKX; Serine/threonine protein kinase regulated by and mediating cAMP signaling in cells. Acts through phosphorylation of downstream targets that may include CREB, SMAD6 and PKD1 and has multiple functions in cellular differentiation and epithelial morphogenesis. Regulates myeloid cell differentiation through SMAD6 phosphorylation. Involved in nephrogenesis by stimulating renal epithelial cell migration and tubulogenesis. Also involved in angiogenesis through stimulation of endothelial cell proliferation, migration and vascular- like stru [...] 	https://smart.embl.de/smart/DDvec.cgi?smart=358:S_TKc(49|303)+S_TK_X(304|358)+	2.7.11.1,2.7.11.11,5613,A0A024RBU5,AAH41073.1,BC041073,CAA59733.1,CCDS14125,CCDS14125.1,CH471074,CHEMBL5818,EAW98727.1,EAW98728.1,EC 2.7.11.1,EC 2.7.11.11,ENSG00000183943,ENSP00000262848,ENSP00000370504,ENSP00000402427,ENST00000262848,ENST00000262848.5,ENST00000381113,ENST00000425240,ENST00000425240.1,ENST00000462736,ENST00000462736.1,ENST00000496648,ENST00000496648.1,HGNC:9441,HPA015324,NM_005044,NM_005044.4,NM_005044.5,NP_005035,NP_005035.1,NX_P51817,OMIM:300083,OTTHUMG00000021087,P51817,PKX1,PRKX,PRKX-201,PRKX-202,PRKX-203,PRKX-204,PRKX_HUMAN,PrKX,Protein kinase PKX1,Protein kinase X,Protein kinase X-linked,R-HSA-111885,R-HSA-111931,R-HSA-111933,R-HSA-111996,R-HSA-111997,R-HSA-112040,R-HSA-112043,R-HSA-112314,R-HSA-112315,R-HSA-112316,R-HSA-1489509,R-HSA-162582,R-HSA-372790,R-HSA-388396,R-HSA-418594,R-HSA-438064,R-HSA-442720,R-HSA-442755,R-HSA-9006925,Serine/threonine-protein kinase PRKX,UPI000000D998,URS00008C01A2,URS00008C34C5,X85545,hsa:5613,protein kinase X-linked,uc010nde.4
PRMT8	9606.ENSP00000372067	Protein arginine N-methyltransferase 8; S-adenosyl-L-methionine-dependent and membrane-associated arginine methyltransferase that can both catalyze the formation of omega-N monomethylarginine (MMA) and asymmetrical dimethylarginine (aDMA) in proteins such as NIFK, myelin basic protein, histone H4, H2A and H2A/H2B dimer. Able to mono- and dimethylate EWS protein; however its precise role toward EWS remains unclear as it still interacts with fully methylated EWS.	https://smart.embl.de/smart/DDvec.cgi?smart=394:Pfam_Methyltransf_25(115|212)+	2.1.1.319,2.1.1.321,4X41,56341,5DST,AAF91390.1,AAH22458.2,AC005831,AC005908,AC005925,AF263539,AK315619,ANM8_HUMAN,B2RDP0,BAG37987.1,BC022458,CCDS58200,CCDS58200.1,CCDS8521,CCDS8521.2,CHEMBL3108648,EC 2.1.1.319,ENSG00000111218,ENSP00000261252,ENSP00000280677,ENSP00000372067,ENSP00000414507,ENST00000261252,ENST00000261252.4,ENST00000280677,ENST00000382622,ENST00000382622.3,ENST00000452611,ENST00000452611.6,ENST00000543701,ENST00000543701.5,HGNC:5188,HPA039747,HPA069769,HRMT1L3,HRMT1L4,NM_001256536,NM_001256536.1,NM_019854,NM_019854.4,NM_019854.5,NP_001243465,NP_001243465.1,NP_062828,NP_062828.3,NX_Q9NR22,OMIM:610086,OTTHUMG00000128493,PRMT8,PRMT8-201,PRMT8-202,PRMT8-203,PRMT8-204,Protein arginine N-methyltransferase 8,Protein arginine methyltransferase 8,Q8TBJ8,Q9NR22,Type I protein arginine methyltransferase,UPI00005B2E00,UPI0000E22F84,XM_017019644,XM_017019644.1,XM_017019645,XM_017019645.1,XM_024449059,XM_024449059.1,XP_016875133,XP_016875133.1,XP_016875134,XP_016875134.1,XP_024304827,XP_024304827.1,XR_001748813,XR_001748813.2,hsa:56341,protein arginine methyltransferase 8,uc001qmf.5
RBM3	9606.ENSP00000365950	RNA-binding protein 3; Cold-inducible mRNA binding protein that enhances global protein synthesis at both physiological and mild hypothermic temperatures. Reduces the relative abundance of microRNAs, when overexpressed. Enhances phosphorylation of translation initiation factors and active polysome formation (By similarity).	https://smart.embl.de/smart/DDvec.cgi?smart=157:RRM(7|80)+	5935,A0A024QYX3,AAB17212.1,AAH06825.1,AC115618,AF196969,AK026664,BAB15519.1,BC006825,CAB062559,CCDS14301,CCDS14301.1,CH471224,EAW50766.1,EAW50767.1,EAW50768.1,ENSG00000102317,ENSP00000218440,ENSP00000333831,ENSP00000346473,ENSP00000365946,ENSP00000365947,ENSP00000365950,ENSP00000365955,ENSP00000412764,ENST00000218440,ENST00000332159,ENST00000354480,ENST00000354480.2,ENST00000376755,ENST00000376755.1,ENST00000376756,ENST00000376759,ENST00000376759.7,ENST00000376764,ENST00000430348,ENST00000466764,ENST00000466764.5,ENST00000472897,ENST00000472897.5,ENST00000485213,ENST00000485213.1,ENST00000488216,ENST00000488216.5,ENST00000489344,ENST00000489344.5,ENST00000490127,ENST00000490127.5,ENST00000491236,ENST00000491236.1,ENST00000491240,ENST00000491240.5,HGNC:9900,HPA003624,IS1-RNPL,NM_006743,NM_006743.4,NM_006743.5,NP_006734,NP_006734.1,NX_P98179,OMIM:300027,OTTHUMG00000024121,P98179,Q9H5V0,RBM3,RBM3-201,RBM3-202,RBM3-203,RBM3-204,RBM3-205,RBM3-206,RBM3-207,RBM3-208,RBM3-209,RBM3-210,RBM3-211,RBM3_HUMAN,RNA binding motif protein 3,RNA-binding motif protein 3,RNA-binding protein 3,RNPL,U28686,UPI0000073995,UPI000013337B,URS00008C1365,URS00008C2772,URS00008C335A,XM_024452413,XM_024452413.1,XM_024452414,XM_024452414.1,XP_024308181,XP_024308181.1,XP_024308182,XP_024308182.1,hsa:5935,uc004dkf.3
RFX6	9606.ENSP00000332208	DNA-binding protein RFX6; Transcription factor required to direct islet cell differentiation during endocrine pancreas development. Specifically required for the differentiation of 4 of the 5 islet cell types and for the production of insulin. Not required for pancreatic PP (polypeptide-producing) cells differentiation. Acts downstream of NEUROG3 and regulates the transcription factors involved in beta-cell maturation and function, thereby restricting the expression of the beta-cell differentiation and specification genes, and thus the beta-cell fate choice. Activates transcription by  [...] 	https://smart.embl.de/smart/DDvec.cgi?smart=928:Pfam_RFX_DNA_binding(121|199)+	222546,AAH39248.1,AL355272,BC039248,CCDS5113,CCDS5113.1,CH471051,DNA-binding protein RFX6,EAW48213.1,ENSG00000185002,ENSP00000332208,ENSP00000357524,ENSP00000357525,ENSP00000357529,ENST00000332958,ENST00000332958.2,ENST00000368536,ENST00000368537,ENST00000368541,ENST00000471966,ENST00000471966.1,ENST00000487683,ENST00000487683.5,HGNC:21478,HPA037696,HPA037697,MGC33442,MTCHRS,MTFS,NM_173560,NM_173560.3,NM_173560.4,NP_775831,NP_775831.2,NX_Q8HWS3,OMIM:612659,OTTHUMG00000015449,Q5T6B3,Q8HWS3,R-HSA-1266738,R-HSA-186712,R-HSA-210745,RFX6,RFX6-201,RFX6-202,RFX6-203,RFX6_HUMAN,RFXDC1,Regulatory factor X 6,Regulatory factor X domain-containing protein 1,Regulatory factor X6,UPI00001609BE,XM_011535589,XM_011535589.1,XM_017010477,XM_017010477.1,XP_011533891,XP_011533891.1,XP_016865966,XP_016865966.1,dJ955L16.1,hsa:222546,regulatory factor X domain containing 1,regulatory factor X, 6,regulatory factor X6,uc003pxm.4
RFX8	9606.ENSP00000401536	DNA-binding protein RFX8; May be a transcription factor; Belongs to the RFX family.	http://smart.embl.de/smart/DDvec.cgi?smart=473:	731220,A0A2R8Y560,A0A2R8YED2,AC092570,AK124976,B4DQ32,CCDS46376,CCDS46376.1,D6RAX4,DNA-binding protein RFX8,E9PDA6,ENSG00000196460,ENSP00000352397,ENSP00000366022,ENSP00000391422,ENSP00000401536,ENSP00000422968,ENSP00000424661,ENSP00000439387,ENSP00000494216,ENSP00000494249,ENST00000359425,ENST00000376826,ENST00000428203,ENST00000428343,ENST00000428343.5,ENST00000481179,ENST00000481179.5,ENST00000484091,ENST00000484091.1,ENST00000492238,ENST00000492238.1,ENST00000540519,ENST00000646446,ENST00000646446.1,ENST00000646893,ENST00000646893.1,FLJ42986,HGNC:37253,HPA059745,NM_001145664,NM_001145664.1,NM_001145664.2,NM_001367508,NM_001367508.1,NM_001367509,NM_001367509.1,NM_001367510,NM_001367510.1,NP_001139136,NP_001139136.1,NP_001139136.2,NP_001354437,NP_001354437.1,NP_001354438,NP_001354438.1,NP_001354439,NP_001354439.1,NX_Q6ZV50,OTTHUMG00000130693,Q6ZV50,RFX8,RFX8-201,RFX8-202,RFX8-203,RFX8-204,RFX8-205,RFX8-206,RFX8_HUMAN,Regulatory factor X 8,UPI0000D6120C,UPI0001AE76D5,UPI0001D3BDA8,UPI0005CFF73D,UPI0007DC690E,URS00008B2614,XM_011511771,XM_011511771.2,XM_011511772,XM_011511772.1,XM_011511773,XM_011511773.1,XM_011511776,XM_011511776.1,XM_011511777,XM_011511777.2,XM_011511778,XM_011511778.1,XM_017004851,XM_017004851.1,XM_017004852,XM_017004852.1,XM_017004853,XM_017004853.1,XM_017004854,XM_017004854.1,XP_011510073,XP_011510073.1,XP_011510074,XP_011510074.1,XP_011510075,XP_011510075.1,XP_011510078,XP_011510078.1,XP_011510079,XP_011510079.1,XP_011510080,XP_011510080.1,XP_016860340,XP_016860340.1,XP_016860341,XP_016860341.1,XP_016860342,XP_016860342.1,XP_016860343,XP_016860343.1,XR_001738924,XR_001738924.1,hsa:731220,regulatory factor X, 8,uc010yvx.2
RGS4	9606.ENSP00000397181	Regulator of G-protein signaling 4; Inhibits signal transduction by increasing the GTPase activity of G protein alpha subunits thereby driving them into their inactive GDP-bound form. Activity on G(z)-alpha is inhibited by phosphorylation of the G-protein. Activity on G(z)-alpha and G(i)- alpha-1 is inhibited by palmitoylation of the G-protein.	https://smart.embl.de/smart/DDvec.cgi?smart=302:RGS(159|275)+	5999,A0A024R909,A7XA56,A7XA58,A7XA59,A7YVV7,AAC50395.1,AAH00737.1,AAH51869.1,AAM12642.1,AAP35671.1,ABC94590.1,ABC94591.1,ABC94592.1,ABL74968.1,AF493928,AK093959,AK295540,AK296240,AK312250,AL583850,B1APZ3,BAG35182.1,BAG58449.1,BAG58958.1,BC000737,BC051869,BT007025,CCDS1243,CCDS1243.1,CCDS44270,CCDS44270.1,CCDS44271,CCDS44271.1,CCDS44272,CCDS44272.1,CH471067,CHEMBL1795091,DQ346662,DQ346663,DQ346664,E9PR32,E9PS05,EAW90727.1,EAW90728.1,EAW90729.1,EF054877,ENSG00000117152,ENSP00000235803,ENSP00000320008,ENSP00000320334,ENSP00000356882,ENSP00000356883,ENSP00000356884,ENSP00000356885,ENSP00000397181,ENSP00000432194,ENSP00000433261,ENSP00000436106,ENST00000235803,ENST00000315568,ENST00000315595,ENST00000367906,ENST00000367906.7,ENST00000367907,ENST00000367908,ENST00000367908.8,ENST00000367909,ENST00000367909.10,ENST00000421743,ENST00000421743.6,ENST00000491263,ENST00000491263.1,ENST00000527393,ENST00000527393.5,ENST00000527809,ENST00000527809.5,ENST00000528938,ENST00000528938.1,ENST00000531057,ENST00000531057.5,ENST00000533019,ENST00000533019.1,HGNC:10000,HPA030802,NM_001102445,NM_001102445.2,NM_001113380,NM_001113380.1,NM_001113381,NM_001113381.1,NM_005613,NM_005613.5,NP_001095915,NP_001095915.1,NP_001106851,NP_001106851.1,NP_001106852,NP_001106852.1,NP_005604,NP_005604.1,NX_P49798,OMIM:602516,OTTHUMG00000034417,P49798,R-HSA-162582,R-HSA-372790,R-HSA-388396,R-HSA-416476,R-HSA-418594,R-HSA-418597,RGP4,RGS4,RGS4-201,RGS4-202,RGS4-203,RGS4-204,RGS4-205,RGS4-206,RGS4-207,RGS4-208,RGS4-209,RGS4-210,RGS4_HUMAN,Regulator of G protein signaling 4,Regulator of G-protein signaling,Regulator of G-protein signaling 4,SCZD9,U27768,UPI0000044572,UPI000040DFB1,UPI0000458A50,UPI0000E1EDBA,UPI0001F78444,UPI0001F78445,hsa:5999,regulator of G protein signaling 4,regulator of G-protein signaling 4,regulator of G-protein signalling 4,schizophrenia disorder 9,uc001gcl.5,uc009wuy.4
